sample_set,from,to,presence
29_2,rotten fruit,bitterness,0
29_2,rotten fruit,woodsy,0
29_2,rotten fruit,sweetness,0
29_2,rotten fruit,caramelized sugar,0
29_2,rotten fruit,banana,1
29_2,rotten fruit,tropical,1
29_2,rotten fruit,rotten fruit,1
29_2,rotten fruit,brown sugar,1
29_2,rotten fruit,green vegetal,0
29_2,rotten fruit,mushroom,0
29_2,rotten fruit,resin,0
29_2,rotten fruit,nut skin,0
29_2,rotten fruit,off-flavors,0
29_2,rotten fruit,meaty,0
29_2,rotten fruit,over-fermented,0
29_2,brown sugar,cocoa,0
29_2,brown sugar,bitterness,0
29_2,brown sugar,woodsy,0
29_2,brown sugar,sweetness,0
29_2,brown sugar,caramelized sugar,0
29_2,brown sugar,banana,1
29_2,brown sugar,tropical,1
29_2,brown sugar,rotten fruit,1
29_2,brown sugar,brown sugar,1
29_2,brown sugar,green vegetal,0
29_2,brown sugar,mushroom,0
29_2,brown sugar,resin,0
29_2,brown sugar,nut skin,0
29_2,brown sugar,off-flavors,0
29_2,brown sugar,meaty,0
29_2,brown sugar,over-fermented,0
29_2,green vegetal,cocoa,0
29_2,green vegetal,bitterness,0
29_2,green vegetal,woodsy,0
29_2,green vegetal,sweetness,0
29_2,green vegetal,caramelized sugar,0
29_2,green vegetal,banana,0
29_2,green vegetal,tropical,0
29_2,green vegetal,rotten fruit,0
29_2,green vegetal,brown sugar,0
29_2,green vegetal,green vegetal,1
29_2,green vegetal,mushroom,1
29_2,green vegetal,resin,1
29_2,green vegetal,nut skin,1
29_2,green vegetal,off-flavors,1
29_2,green vegetal,meaty,1
29_2,green vegetal,over-fermented,1
29_2,mushroom,cocoa,0
29_2,mushroom,bitterness,0
29_2,mushroom,woodsy,0
29_2,mushroom,sweetness,0
29_2,mushroom,caramelized sugar,0
29_2,mushroom,banana,0
29_2,mushroom,tropical,0
29_2,mushroom,rotten fruit,0
29_2,mushroom,brown sugar,0
29_2,mushroom,green vegetal,1
29_2,mushroom,mushroom,1
29_2,mushroom,resin,1
29_2,mushroom,nut skin,1
29_2,mushroom,off-flavors,1
29_2,mushroom,meaty,1
29_2,mushroom,over-fermented,1
29_2,resin,cocoa,0
29_2,resin,bitterness,0
29_2,resin,woodsy,0
29_2,resin,sweetness,0
29_2,resin,caramelized sugar,0
29_2,resin,banana,0
29_2,resin,tropical,0
29_2,resin,rotten fruit,0
29_2,resin,brown sugar,0
29_2,resin,green vegetal,1
29_2,resin,mushroom,1
29_2,resin,resin,1
29_2,resin,nut skin,1
29_2,resin,off-flavors,1
29_2,resin,meaty,1
29_2,resin,over-fermented,1
29_2,nut skin,cocoa,0
29_2,nut skin,bitterness,0
29_2,nut skin,woodsy,0
29_2,nut skin,sweetness,0
29_2,nut skin,caramelized sugar,0
29_2,nut skin,banana,0
29_2,nut skin,tropical,0
29_2,nut skin,rotten fruit,0
29_2,nut skin,brown sugar,0
29_2,nut skin,green vegetal,1
29_2,nut skin,mushroom,1
29_2,nut skin,resin,1
29_2,nut skin,nut skin,1
29_2,nut skin,off-flavors,1
29_2,nut skin,meaty,1
29_2,nut skin,over-fermented,1
29_2,off-flavors,cocoa,0
29_2,off-flavors,bitterness,0
29_2,off-flavors,woodsy,0
29_2,off-flavors,sweetness,0
29_2,off-flavors,caramelized sugar,0
29_2,off-flavors,banana,0
29_2,off-flavors,tropical,0
29_2,off-flavors,rotten fruit,0
29_2,off-flavors,brown sugar,0
29_2,off-flavors,green vegetal,1
29_2,off-flavors,mushroom,1
29_2,off-flavors,resin,1
29_2,off-flavors,nut skin,1
29_2,off-flavors,off-flavors,1
29_2,off-flavors,meaty,1
29_2,off-flavors,over-fermented,1
29_2,meaty,cocoa,0
29_2,meaty,bitterness,0
29_2,meaty,woodsy,0
29_2,meaty,sweetness,0
29_2,meaty,caramelized sugar,0
29_2,meaty,banana,0
29_2,meaty,tropical,0
29_2,meaty,rotten fruit,0
29_2,meaty,brown sugar,0
29_2,meaty,green vegetal,1
29_2,meaty,mushroom,1
29_2,meaty,resin,1
29_2,meaty,nut skin,1
29_2,meaty,off-flavors,1
29_2,meaty,meaty,1
29_2,meaty,over-fermented,1
29_2,over-fermented,cocoa,0
29_2,over-fermented,bitterness,0
29_2,over-fermented,woodsy,0
29_2,over-fermented,sweetness,0
29_2,over-fermented,caramelized sugar,0
29_2,over-fermented,banana,0
29_2,over-fermented,tropical,0
29_2,over-fermented,rotten fruit,0
29_2,over-fermented,brown sugar,0
29_2,over-fermented,green vegetal,1
29_2,over-fermented,mushroom,1
29_2,over-fermented,resin,1
29_2,over-fermented,nut skin,1
29_2,over-fermented,off-flavors,1
29_2,over-fermented,meaty,1
29_2,over-fermented,over-fermented,1
30_2,berry,berry,1
30_2,berry,cherry / plum,1
30_2,berry,apricot,1
30_2,berry,brown sugar,1
30_2,berry,floral,1
30_2,berry,cocoa,1
30_2,berry,spice,1
30_2,berry,mushroom,1
30_2,berry,rancid butter,1
30_2,berry,putrid,0
30_2,berry,manure,0
30_2,berry,musty,0
30_2,berry,dirty animal / farmyard,0
30_2,berry,mouldy,0
30_2,berry,sweetness,0
30_2,berry,smoky,0
30_2,cherry / plum,berry,1
30_2,cherry / plum,cherry / plum,1
30_2,cherry / plum,apricot,1
30_2,cherry / plum,brown sugar,1
30_2,cherry / plum,floral,1
30_2,cherry / plum,cocoa,1
30_2,cherry / plum,spice,1
30_2,cherry / plum,mushroom,1
30_2,cherry / plum,rancid butter,1
30_2,cherry / plum,putrid,0
30_2,cherry / plum,manure,0
30_2,cherry / plum,musty,0
30_2,cherry / plum,dirty animal / farmyard,0
30_2,cherry / plum,mouldy,0
30_2,cherry / plum,sweetness,0
30_2,cherry / plum,smoky,0
30_2,apricot,berry,1
30_2,apricot,cherry / plum,1
30_2,apricot,apricot,1
30_2,apricot,brown sugar,1
30_2,apricot,floral,1
30_2,apricot,cocoa,1
30_2,apricot,spice,1
30_2,apricot,mushroom,1
30_2,apricot,rancid butter,1
30_2,apricot,putrid,0
30_2,apricot,manure,0
30_2,apricot,musty,0
30_2,apricot,dirty animal / farmyard,0
30_2,apricot,mouldy,0
30_2,apricot,sweetness,0
30_2,apricot,smoky,0
30_2,brown sugar,berry,1
30_2,brown sugar,cherry / plum,1
30_2,brown sugar,apricot,1
30_2,brown sugar,brown sugar,1
30_2,brown sugar,floral,1
30_2,brown sugar,cocoa,1
30_2,brown sugar,spice,1
30_2,brown sugar,mushroom,1
30_2,brown sugar,rancid butter,1
30_2,brown sugar,putrid,0
30_2,brown sugar,manure,0
30_2,brown sugar,musty,0
30_2,brown sugar,dirty animal / farmyard,0
30_2,brown sugar,mouldy,0
30_2,brown sugar,sweetness,0
30_2,brown sugar,smoky,0
30_2,floral,berry,1
30_2,floral,cherry / plum,1
30_2,floral,apricot,1
30_2,floral,brown sugar,1
30_2,floral,floral,1
30_2,floral,cocoa,1
30_2,floral,spice,1
30_2,floral,mushroom,1
30_2,floral,rancid butter,1
30_2,floral,putrid,0
30_2,floral,manure,0
30_2,floral,musty,0
30_2,floral,dirty animal / farmyard,0
30_2,floral,mouldy,0
30_2,floral,sweetness,0
30_2,floral,smoky,0
30_2,cocoa,berry,1
30_2,cocoa,cherry / plum,1
30_2,cocoa,apricot,1
30_2,cocoa,brown sugar,1
30_2,cocoa,floral,1
30_2,cocoa,cocoa,1
30_2,cocoa,spice,1
30_2,cocoa,mushroom,1
30_2,cocoa,rancid butter,1
30_2,cocoa,putrid,0
30_2,cocoa,manure,0
30_2,cocoa,musty,0
30_2,cocoa,dirty animal / farmyard,0
30_2,cocoa,mouldy,0
30_2,cocoa,sweetness,0
30_2,cocoa,smoky,0
30_2,spice,berry,1
30_2,spice,cherry / plum,1
30_2,spice,apricot,1
30_2,spice,brown sugar,1
30_2,spice,floral,1
30_2,spice,cocoa,1
30_2,spice,spice,1
30_2,spice,mushroom,1
30_2,spice,rancid butter,1
30_2,spice,putrid,0
30_2,spice,manure,0
30_2,spice,musty,0
30_2,spice,dirty animal / farmyard,0
30_2,spice,mouldy,0
30_2,spice,sweetness,0
30_2,spice,smoky,0
30_2,mushroom,berry,1
30_2,mushroom,cherry / plum,1
30_2,mushroom,apricot,1
30_2,mushroom,brown sugar,1
30_2,mushroom,floral,1
30_2,mushroom,cocoa,1
30_2,mushroom,spice,1
30_2,mushroom,mushroom,1
30_2,mushroom,rancid butter,1
30_2,mushroom,putrid,0
30_2,mushroom,manure,0
30_2,mushroom,musty,0
30_2,mushroom,dirty animal / farmyard,0
30_2,mushroom,mouldy,0
30_2,mushroom,sweetness,0
30_2,mushroom,smoky,0
30_2,rancid butter,berry,1
30_2,rancid butter,cherry / plum,1
30_2,rancid butter,apricot,1
30_2,rancid butter,brown sugar,1
30_2,rancid butter,floral,1
30_2,rancid butter,cocoa,1
30_2,rancid butter,spice,1
30_2,rancid butter,mushroom,1
30_2,rancid butter,rancid butter,1
30_2,rancid butter,putrid,0
30_2,rancid butter,manure,0
30_2,rancid butter,musty,0
30_2,rancid butter,dirty animal / farmyard,0
30_2,rancid butter,mouldy,0
30_2,rancid butter,sweetness,0
30_2,rancid butter,smoky,0
30_2,putrid,berry,0
30_2,putrid,cherry / plum,0
30_2,putrid,apricot,0
30_2,putrid,brown sugar,0
30_2,putrid,floral,0
30_2,putrid,cocoa,0
30_2,putrid,spice,0
30_2,putrid,mushroom,0
30_2,putrid,rancid butter,0
30_2,putrid,putrid,1
30_2,putrid,manure,1
30_2,putrid,musty,1
30_2,putrid,dirty animal / farmyard,1
30_2,putrid,mouldy,1
30_2,putrid,sweetness,1
30_2,putrid,smoky,1
30_2,manure,berry,0
30_2,manure,cherry / plum,0
30_2,manure,apricot,0
30_2,manure,brown sugar,0
30_2,manure,floral,0
30_2,manure,cocoa,0
30_2,manure,spice,0
30_2,manure,mushroom,0
30_2,manure,rancid butter,0
30_2,manure,putrid,1
30_2,manure,manure,1
30_2,manure,musty,1
30_2,manure,dirty animal / farmyard,1
30_2,manure,mouldy,1
30_2,manure,sweetness,1
30_2,manure,smoky,1
30_2,musty,berry,0
30_2,musty,cherry / plum,0
30_2,musty,apricot,0
30_2,musty,brown sugar,0
30_2,musty,floral,0
30_2,musty,cocoa,0
30_2,musty,spice,0
30_2,musty,mushroom,0
30_2,musty,rancid butter,0
30_2,musty,putrid,1
30_2,musty,manure,1
30_2,musty,musty,1
30_2,musty,dirty animal / farmyard,1
30_2,musty,mouldy,1
30_2,musty,sweetness,1
30_2,musty,smoky,1
30_2,dirty animal / farmyard,berry,0
30_2,dirty animal / farmyard,cherry / plum,0
30_2,dirty animal / farmyard,apricot,0
30_2,dirty animal / farmyard,brown sugar,0
30_2,dirty animal / farmyard,floral,0
30_2,dirty animal / farmyard,cocoa,0
30_2,dirty animal / farmyard,spice,0
30_2,dirty animal / farmyard,mushroom,0
30_2,dirty animal / farmyard,rancid butter,0
30_2,dirty animal / farmyard,putrid,1
30_2,dirty animal / farmyard,manure,1
30_2,dirty animal / farmyard,musty,1
30_2,dirty animal / farmyard,dirty animal / farmyard,1
30_2,dirty animal / farmyard,mouldy,1
30_2,dirty animal / farmyard,sweetness,1
30_2,dirty animal / farmyard,smoky,1
30_2,mouldy,berry,0
30_2,mouldy,cherry / plum,0
30_2,mouldy,apricot,0
30_2,mouldy,brown sugar,0
30_2,mouldy,floral,0
30_2,mouldy,cocoa,0
30_2,mouldy,spice,0
30_2,mouldy,mushroom,0
30_2,mouldy,rancid butter,0
30_2,mouldy,putrid,1
30_2,mouldy,manure,1
30_2,mouldy,musty,1
30_2,mouldy,dirty animal / farmyard,1
30_2,mouldy,mouldy,1
30_2,mouldy,sweetness,1
30_2,mouldy,smoky,1
30_2,sweetness,berry,0
30_2,sweetness,cherry / plum,0
30_2,sweetness,apricot,0
30_2,sweetness,brown sugar,0
30_2,sweetness,floral,0
30_2,sweetness,cocoa,0
30_2,sweetness,spice,0
30_2,sweetness,mushroom,0
30_2,sweetness,rancid butter,0
30_2,sweetness,putrid,1
30_2,sweetness,manure,1
30_2,sweetness,musty,1
30_2,sweetness,dirty animal / farmyard,1
30_2,sweetness,mouldy,1
30_2,sweetness,sweetness,1
30_2,sweetness,smoky,1
30_2,smoky,berry,0
30_2,smoky,cherry / plum,0
30_2,smoky,apricot,0
30_2,smoky,brown sugar,0
30_2,smoky,floral,0
30_2,smoky,cocoa,0
30_2,smoky,spice,0
30_2,smoky,mushroom,0
30_2,smoky,rancid butter,0
30_2,smoky,putrid,1
30_2,smoky,manure,1
30_2,smoky,musty,1
30_2,smoky,dirty animal / farmyard,1
30_2,smoky,mouldy,1
30_2,smoky,sweetness,1
30_2,smoky,smoky,1
31_2,cocoa,cocoa,1
31_2,cocoa,nutty,1
31_2,cocoa,panela,1
31_2,cocoa,brown sugar,1
31_2,cocoa,orange blossom,0
31_2,cocoa,spice,0
31_2,cocoa,flowers,0
31_2,cocoa,earthy,0
31_2,cocoa,woodsy,0
31_2,cocoa,smoky,0
31_2,cocoa,nut skin,0
31_2,cocoa,dried,0
31_2,cocoa,cherry / plum,0
31_2,cocoa,total acidity,0
31_2,cocoa,putrid,0
31_2,cocoa,off-flavors,0
31_2,nutty,cocoa,1
31_2,nutty,nutty,1
31_2,nutty,panela,1
31_2,nutty,brown sugar,1
31_2,nutty,orange blossom,0
31_2,nutty,spice,0
31_2,nutty,flowers,0
31_2,nutty,earthy,0
31_2,nutty,woodsy,0
31_2,nutty,smoky,0
31_2,nutty,nut skin,0
31_2,nutty,dried,0
31_2,nutty,cherry / plum,0
31_2,nutty,total acidity,0
31_2,nutty,putrid,0
31_2,nutty,off-flavors,0
31_2,panela,cocoa,1
31_2,panela,nutty,1
31_2,panela,panela,1
31_2,panela,brown sugar,1
31_2,panela,orange blossom,0
31_2,panela,spice,0
31_2,panela,flowers,0
31_2,panela,earthy,0
31_2,panela,woodsy,0
31_2,panela,smoky,0
31_2,panela,nut skin,0
31_2,panela,dried,0
31_2,panela,cherry / plum,0
31_2,panela,total acidity,0
31_2,panela,putrid,0
31_2,panela,off-flavors,0
31_2,brown sugar,cocoa,1
31_2,brown sugar,nutty,1
31_2,brown sugar,panela,1
31_2,brown sugar,brown sugar,1
31_2,brown sugar,orange blossom,0
31_2,brown sugar,spice,0
31_2,brown sugar,flowers,0
31_2,brown sugar,earthy,0
31_2,brown sugar,woodsy,0
31_2,brown sugar,smoky,0
31_2,brown sugar,nut skin,0
31_2,brown sugar,dried,0
31_2,brown sugar,cherry / plum,0
31_2,brown sugar,total acidity,0
31_2,brown sugar,putrid,0
31_2,brown sugar,off-flavors,0
31_2,orange blossom,cocoa,0
31_2,orange blossom,nutty,0
31_2,orange blossom,panela,0
31_2,orange blossom,brown sugar,0
31_2,orange blossom,orange blossom,1
31_2,orange blossom,spice,1
31_2,orange blossom,flowers,1
31_2,orange blossom,earthy,0
31_2,orange blossom,woodsy,0
31_2,orange blossom,smoky,0
31_2,orange blossom,nut skin,0
31_2,orange blossom,dried,0
31_2,orange blossom,cherry / plum,0
31_2,orange blossom,total acidity,0
31_2,orange blossom,putrid,0
31_2,orange blossom,off-flavors,0
31_2,spice,cocoa,0
31_2,spice,nutty,0
31_2,spice,panela,0
31_2,spice,brown sugar,0
31_2,spice,orange blossom,1
31_2,spice,spice,1
31_2,spice,flowers,1
31_2,spice,earthy,0
31_2,spice,woodsy,0
31_2,spice,smoky,0
31_2,spice,nut skin,0
31_2,spice,dried,0
31_2,spice,cherry / plum,0
31_2,spice,total acidity,0
31_2,spice,putrid,0
31_2,spice,off-flavors,0
31_2,flowers,cocoa,0
31_2,flowers,nutty,0
31_2,flowers,panela,0
31_2,flowers,brown sugar,0
31_2,flowers,orange blossom,1
31_2,flowers,spice,1
31_2,flowers,flowers,1
31_2,flowers,earthy,0
31_2,flowers,woodsy,0
31_2,flowers,smoky,0
31_2,flowers,nut skin,0
31_2,flowers,dried,0
31_2,flowers,cherry / plum,0
31_2,flowers,total acidity,0
31_2,flowers,putrid,0
31_2,flowers,off-flavors,0
31_2,earthy,cocoa,0
31_2,earthy,nutty,0
31_2,earthy,panela,0
31_2,earthy,brown sugar,0
31_2,earthy,orange blossom,0
31_2,earthy,spice,0
31_2,earthy,flowers,0
31_2,earthy,earthy,1
31_2,earthy,woodsy,1
31_2,earthy,smoky,1
31_2,earthy,nut skin,1
31_2,earthy,dried,0
31_2,earthy,cherry / plum,0
31_2,earthy,total acidity,0
31_2,earthy,putrid,0
31_2,earthy,off-flavors,0
31_2,woodsy,cocoa,0
31_2,woodsy,nutty,0
31_2,woodsy,panela,0
31_2,woodsy,brown sugar,0
31_2,woodsy,orange blossom,0
31_2,woodsy,spice,0
31_2,woodsy,flowers,0
31_2,woodsy,earthy,1
31_2,woodsy,woodsy,1
31_2,woodsy,smoky,1
31_2,woodsy,nut skin,1
31_2,woodsy,dried,0
31_2,woodsy,cherry / plum,0
31_2,woodsy,total acidity,0
31_2,woodsy,putrid,0
31_2,woodsy,off-flavors,0
31_2,smoky,cocoa,0
31_2,smoky,nutty,0
31_2,smoky,panela,0
31_2,smoky,brown sugar,0
31_2,smoky,orange blossom,0
31_2,smoky,spice,0
31_2,smoky,flowers,0
31_2,smoky,earthy,1
31_2,smoky,woodsy,1
31_2,smoky,smoky,1
31_2,smoky,nut skin,1
31_2,smoky,dried,0
31_2,smoky,cherry / plum,0
31_2,smoky,total acidity,0
31_2,smoky,putrid,0
31_2,smoky,off-flavors,0
31_2,nut skin,cocoa,0
31_2,nut skin,nutty,0
31_2,nut skin,panela,0
31_2,nut skin,brown sugar,0
31_2,nut skin,orange blossom,0
31_2,nut skin,spice,0
31_2,nut skin,flowers,0
31_2,nut skin,earthy,1
31_2,nut skin,woodsy,1
31_2,nut skin,smoky,1
31_2,nut skin,nut skin,1
31_2,nut skin,dried,0
31_2,nut skin,cherry / plum,0
31_2,nut skin,total acidity,0
31_2,nut skin,putrid,0
31_2,nut skin,off-flavors,0
31_2,dried,cocoa,0
31_2,dried,nutty,0
31_2,dried,panela,0
31_2,dried,brown sugar,0
31_2,dried,orange blossom,0
31_2,dried,spice,0
31_2,dried,flowers,0
31_2,dried,earthy,0
31_2,dried,woodsy,0
31_2,dried,smoky,0
31_2,dried,nut skin,0
31_2,dried,dried,1
31_2,dried,cherry / plum,1
31_2,dried,total acidity,0
31_2,dried,putrid,0
31_2,dried,off-flavors,0
31_2,cherry / plum,cocoa,0
31_2,cherry / plum,nutty,0
31_2,cherry / plum,panela,0
31_2,cherry / plum,brown sugar,0
31_2,cherry / plum,orange blossom,0
31_2,cherry / plum,spice,0
31_2,cherry / plum,flowers,0
31_2,cherry / plum,earthy,0
31_2,cherry / plum,woodsy,0
31_2,cherry / plum,smoky,0
31_2,cherry / plum,nut skin,0
31_2,cherry / plum,dried,1
31_2,cherry / plum,cherry / plum,1
31_2,cherry / plum,total acidity,0
31_2,cherry / plum,putrid,0
31_2,cherry / plum,off-flavors,0
31_2,total acidity,cocoa,0
31_2,total acidity,nutty,0
31_2,total acidity,panela,0
31_2,total acidity,brown sugar,0
31_2,total acidity,orange blossom,0
31_2,total acidity,spice,0
31_2,total acidity,flowers,0
31_2,total acidity,earthy,0
31_2,total acidity,woodsy,0
31_2,total acidity,smoky,0
31_2,total acidity,nut skin,0
31_2,total acidity,dried,0
31_2,total acidity,cherry / plum,0
31_2,total acidity,total acidity,1
31_2,total acidity,putrid,1
31_2,total acidity,off-flavors,1
31_2,putrid,cocoa,0
31_2,putrid,nutty,0
31_2,putrid,panela,0
31_2,putrid,brown sugar,0
31_2,putrid,orange blossom,0
31_2,putrid,spice,0
31_2,putrid,flowers,0
31_2,putrid,earthy,0
31_2,putrid,woodsy,0
31_2,putrid,smoky,0
31_2,putrid,nut skin,0
31_2,putrid,dried,0
31_2,putrid,cherry / plum,0
31_2,putrid,total acidity,1
31_2,putrid,putrid,1
31_2,putrid,off-flavors,1
31_2,off-flavors,cocoa,0
31_2,off-flavors,nutty,0
31_2,off-flavors,panela,0
31_2,off-flavors,brown sugar,0
31_2,off-flavors,orange blossom,0
31_2,off-flavors,spice,0
31_2,off-flavors,flowers,0
31_2,off-flavors,earthy,0
31_2,off-flavors,woodsy,0
31_2,off-flavors,smoky,0
31_2,off-flavors,nut skin,0
31_2,off-flavors,dried,0
31_2,off-flavors,cherry / plum,0
31_2,off-flavors,total acidity,1
31_2,off-flavors,putrid,1
31_2,off-flavors,off-flavors,1
32_2,tropical,tropical,1
32_2,tropical,fruity,1
32_2,tropical,floral,1
32_2,tropical,apricot,1
32_2,tropical,dried,1
32_2,tropical,dirty animal / farmyard,0
32_2,tropical,musty,0
32_2,tropical,dusty,0
32_2,tropical,rotten fruit,0
32_2,tropical,over-fermented,0
32_2,tropical,leather,0
32_2,tropical,dark wood,0
32_2,tropical,mouth-drying,0
32_2,tropical,mineral,0
32_2,tropical,lactic,0
32_2,tropical,roast degree,0
32_2,fruity,tropical,1
32_2,fruity,fruity,1
32_2,fruity,floral,1
32_2,fruity,apricot,1
32_2,fruity,dried,1
32_2,fruity,dirty animal / farmyard,0
32_2,fruity,musty,0
32_2,fruity,dusty,0
32_2,fruity,rotten fruit,0
32_2,fruity,over-fermented,0
32_2,fruity,leather,0
32_2,fruity,dark wood,0
32_2,fruity,mouth-drying,0
32_2,fruity,mineral,0
32_2,fruity,lactic,0
32_2,fruity,roast degree,0
32_2,floral,tropical,1
32_2,floral,fruity,1
32_2,floral,floral,1
32_2,floral,apricot,1
32_2,floral,dried,1
32_2,floral,dirty animal / farmyard,0
32_2,floral,musty,0
32_2,floral,dusty,0
32_2,floral,rotten fruit,0
32_2,floral,over-fermented,0
32_2,floral,leather,0
32_2,floral,dark wood,0
32_2,floral,mouth-drying,0
32_2,floral,mineral,0
32_2,floral,lactic,0
32_2,floral,roast degree,0
32_2,apricot,tropical,1
32_2,apricot,fruity,1
32_2,apricot,floral,1
32_2,apricot,apricot,1
32_2,apricot,dried,1
32_2,apricot,dirty animal / farmyard,0
32_2,apricot,musty,0
32_2,apricot,dusty,0
32_2,apricot,rotten fruit,0
32_2,apricot,over-fermented,0
32_2,apricot,leather,0
32_2,apricot,dark wood,0
32_2,apricot,mouth-drying,0
32_2,apricot,mineral,0
32_2,apricot,lactic,0
32_2,apricot,roast degree,0
32_2,dried,tropical,1
32_2,dried,fruity,1
32_2,dried,floral,1
32_2,dried,apricot,1
32_2,dried,dried,1
32_2,dried,dirty animal / farmyard,0
32_2,dried,musty,0
32_2,dried,dusty,0
32_2,dried,rotten fruit,0
32_2,dried,over-fermented,0
32_2,dried,leather,0
32_2,dried,dark wood,0
32_2,dried,mouth-drying,0
32_2,dried,mineral,0
32_2,dried,lactic,0
32_2,dried,roast degree,0
32_2,dirty animal / farmyard,tropical,0
32_2,dirty animal / farmyard,fruity,0
32_2,dirty animal / farmyard,floral,0
32_2,dirty animal / farmyard,apricot,0
32_2,dirty animal / farmyard,dried,0
32_2,dirty animal / farmyard,dirty animal / farmyard,1
32_2,dirty animal / farmyard,musty,1
32_2,dirty animal / farmyard,dusty,1
32_2,dirty animal / farmyard,rotten fruit,1
32_2,dirty animal / farmyard,over-fermented,1
32_2,dirty animal / farmyard,leather,1
32_2,dirty animal / farmyard,dark wood,1
32_2,dirty animal / farmyard,mouth-drying,0
32_2,dirty animal / farmyard,mineral,0
32_2,dirty animal / farmyard,lactic,0
32_2,dirty animal / farmyard,roast degree,0
32_2,musty,tropical,0
32_2,musty,fruity,0
32_2,musty,floral,0
32_2,musty,apricot,0
32_2,musty,dried,0
32_2,musty,dirty animal / farmyard,1
32_2,musty,musty,1
32_2,musty,dusty,1
32_2,musty,rotten fruit,1
32_2,musty,over-fermented,1
32_2,musty,leather,1
32_2,musty,dark wood,1
32_2,musty,mouth-drying,0
32_2,musty,mineral,0
32_2,musty,lactic,0
32_2,musty,roast degree,0
32_2,dusty,tropical,0
32_2,dusty,fruity,0
32_2,dusty,floral,0
32_2,dusty,apricot,0
32_2,dusty,dried,0
32_2,dusty,dirty animal / farmyard,1
32_2,dusty,musty,1
32_2,dusty,dusty,1
32_2,dusty,rotten fruit,1
32_2,dusty,over-fermented,1
32_2,dusty,leather,1
32_2,dusty,dark wood,1
32_2,dusty,mouth-drying,0
32_2,dusty,mineral,0
32_2,dusty,lactic,0
32_2,dusty,roast degree,0
32_2,rotten fruit,tropical,0
32_2,rotten fruit,fruity,0
32_2,rotten fruit,floral,0
32_2,rotten fruit,apricot,0
32_2,rotten fruit,dried,0
32_2,rotten fruit,dirty animal / farmyard,1
32_2,rotten fruit,musty,1
32_2,rotten fruit,dusty,1
32_2,rotten fruit,rotten fruit,1
32_2,rotten fruit,over-fermented,1
32_2,rotten fruit,leather,1
32_2,rotten fruit,dark wood,1
32_2,rotten fruit,mouth-drying,0
32_2,rotten fruit,mineral,0
32_2,rotten fruit,lactic,0
32_2,rotten fruit,roast degree,0
32_2,over-fermented,tropical,0
32_2,over-fermented,fruity,0
32_2,over-fermented,floral,0
32_2,over-fermented,apricot,0
32_2,over-fermented,dried,0
32_2,over-fermented,dirty animal / farmyard,1
32_2,over-fermented,musty,1
32_2,over-fermented,dusty,1
32_2,over-fermented,rotten fruit,1
32_2,over-fermented,over-fermented,1
32_2,over-fermented,leather,1
32_2,over-fermented,dark wood,1
32_2,over-fermented,mouth-drying,0
32_2,over-fermented,mineral,0
32_2,over-fermented,lactic,0
32_2,over-fermented,roast degree,0
32_2,leather,tropical,0
32_2,leather,fruity,0
32_2,leather,floral,0
32_2,leather,apricot,0
32_2,leather,dried,0
32_2,leather,dirty animal / farmyard,1
32_2,leather,musty,1
32_2,leather,dusty,1
32_2,leather,rotten fruit,1
32_2,leather,over-fermented,1
32_2,leather,leather,1
32_2,leather,dark wood,1
32_2,leather,mouth-drying,0
32_2,leather,mineral,0
32_2,leather,lactic,0
32_2,leather,roast degree,0
32_2,dark wood,tropical,0
32_2,dark wood,fruity,0
32_2,dark wood,floral,0
32_2,dark wood,apricot,0
32_2,dark wood,dried,0
32_2,dark wood,dirty animal / farmyard,1
32_2,dark wood,musty,1
32_2,dark wood,dusty,1
32_2,dark wood,rotten fruit,1
32_2,dark wood,over-fermented,1
32_2,dark wood,leather,1
32_2,dark wood,dark wood,1
32_2,dark wood,mouth-drying,0
32_2,dark wood,mineral,0
32_2,dark wood,lactic,0
32_2,dark wood,roast degree,0
32_2,mouth-drying,tropical,0
32_2,mouth-drying,fruity,0
32_2,mouth-drying,floral,0
32_2,mouth-drying,apricot,0
32_2,mouth-drying,dried,0
32_2,mouth-drying,dirty animal / farmyard,0
32_2,mouth-drying,musty,0
32_2,mouth-drying,dusty,0
32_2,mouth-drying,rotten fruit,0
32_2,mouth-drying,over-fermented,0
32_2,mouth-drying,leather,0
32_2,mouth-drying,dark wood,0
32_2,mouth-drying,mouth-drying,1
32_2,mouth-drying,mineral,1
32_2,mouth-drying,lactic,1
32_2,mouth-drying,roast degree,1
32_2,mineral,tropical,0
32_2,mineral,fruity,0
32_2,mineral,floral,0
32_2,mineral,apricot,0
32_2,mineral,dried,0
32_2,mineral,dirty animal / farmyard,0
32_2,mineral,musty,0
32_2,mineral,dusty,0
32_2,mineral,rotten fruit,0
32_2,mineral,over-fermented,0
32_2,mineral,leather,0
32_2,mineral,dark wood,0
32_2,mineral,mouth-drying,1
32_2,mineral,mineral,1
32_2,mineral,lactic,1
32_2,mineral,roast degree,1
32_2,lactic,tropical,0
32_2,lactic,fruity,0
32_2,lactic,floral,0
32_2,lactic,apricot,0
32_2,lactic,dried,0
32_2,lactic,dirty animal / farmyard,0
32_2,lactic,musty,0
32_2,lactic,dusty,0
32_2,lactic,rotten fruit,0
32_2,lactic,over-fermented,0
32_2,lactic,leather,0
32_2,lactic,dark wood,0
32_2,lactic,mouth-drying,1
32_2,lactic,mineral,1
