sample_set,from,to,presence
T7_R1_z472772853414592,manure,mushroom,0
T7_R1_z472772853414592,manure,moss,0
T7_R1_z472772853414592,manure,orange blossom,0
T7_R1_z472772853414592,manure,light wood,0
T7_R1_z472772853414592,manure,spice,0
T7_R1_z472772853414592,manure,sweetness,0
T7_R1_z472772853414592,manure,off-flavors,0
T7_R1_z472772853414592,manure,dusty,0
T7_R1_z472772853414592,manure,manure,0
T7_R2_z472772853414592,mouth-drying,mouth-drying,0
T7_R2_z472772853414592,mouth-drying,fresh fruit,0
T7_R2_z472772853414592,mouth-drying,berry,0
T7_R2_z472772853414592,mouth-drying,apricot,0
T7_R2_z472772853414592,mouth-drying,banana,0
T7_R2_z472772853414592,mouth-drying,dried,0
T7_R2_z472772853414592,mouth-drying,over ripe,0
T7_R2_z472772853414592,mouth-drying,grassy,0
T7_R2_z472772853414592,mouth-drying,earthy,0
T7_R2_z472772853414592,mouth-drying,woody,0
T7_R2_z472772853414592,mouth-drying,spices,0
T7_R2_z472772853414592,mouth-drying,nutty,0
T7_R2_z472772853414592,mouth-drying,caramelized sugar,0
T7_R2_z472772853414592,mouth-drying,dirty,0
T7_R2_z472772853414592,mouth-drying,mouldy,0
T7_R2_z472772853414592,mouth-drying,smoky,0
T7_R2_z472772853414592,fresh fruit,mouth-drying,0
T7_R2_z472772853414592,fresh fruit,fresh fruit,0
T7_R2_z472772853414592,fresh fruit,berry,1
T7_R2_z472772853414592,fresh fruit,apricot,1
T7_R2_z472772853414592,fresh fruit,banana,1
T7_R2_z472772853414592,fresh fruit,dried,0
T7_R2_z472772853414592,fresh fruit,over ripe,1
T7_R2_z472772853414592,fresh fruit,grassy,0
T7_R2_z472772853414592,fresh fruit,earthy,0
T7_R2_z472772853414592,fresh fruit,woody,0
T7_R2_z472772853414592,fresh fruit,spices,0
T7_R2_z472772853414592,fresh fruit,nutty,0
T7_R2_z472772853414592,fresh fruit,caramelized sugar,0
T7_R2_z472772853414592,fresh fruit,dirty,0
T7_R2_z472772853414592,fresh fruit,mouldy,0
T7_R2_z472772853414592,fresh fruit,smoky,0
T7_R2_z472772853414592,berry,mouth-drying,0
T7_R2_z472772853414592,berry,fresh fruit,1
T7_R2_z472772853414592,berry,berry,0
T7_R2_z472772853414592,berry,apricot,0
T7_R2_z472772853414592,berry,banana,0
T7_R2_z472772853414592,berry,dried,0
T7_R2_z472772853414592,berry,over ripe,0
T7_R2_z472772853414592,berry,grassy,0
T7_R2_z472772853414592,berry,earthy,0
T7_R2_z472772853414592,berry,woody,0
T7_R2_z472772853414592,berry,spices,0
T7_R2_z472772853414592,berry,nutty,0
T7_R2_z472772853414592,berry,caramelized sugar,0
T7_R2_z472772853414592,berry,dirty,0
T7_R2_z472772853414592,berry,mouldy,0
T7_R2_z472772853414592,berry,smoky,0
T7_R2_z472772853414592,apricot,mouth-drying,0
T7_R2_z472772853414592,apricot,fresh fruit,1
T7_R2_z472772853414592,apricot,berry,0
T7_R2_z472772853414592,apricot,apricot,0
T7_R2_z472772853414592,apricot,banana,0
T7_R2_z472772853414592,apricot,dried,0
T7_R2_z472772853414592,apricot,over ripe,0
T7_R2_z472772853414592,apricot,grassy,0
T7_R2_z472772853414592,apricot,earthy,0
T7_R2_z472772853414592,apricot,woody,0
T7_R2_z472772853414592,apricot,spices,0
T7_R2_z472772853414592,apricot,nutty,0
T7_R2_z472772853414592,apricot,caramelized sugar,0
T7_R2_z472772853414592,apricot,dirty,0
T7_R2_z472772853414592,apricot,mouldy,0
T7_R2_z472772853414592,apricot,smoky,0
T7_R2_z472772853414592,banana,mouth-drying,0
T7_R2_z472772853414592,banana,fresh fruit,1
T7_R2_z472772853414592,banana,berry,0
T7_R2_z472772853414592,banana,apricot,0
T7_R2_z472772853414592,banana,banana,0
T7_R2_z472772853414592,banana,dried,0
T7_R2_z472772853414592,banana,over ripe,0
T7_R2_z472772853414592,banana,grassy,0
T7_R2_z472772853414592,banana,earthy,0
T7_R2_z472772853414592,banana,woody,0
T7_R2_z472772853414592,banana,spices,0
T7_R2_z472772853414592,banana,nutty,0
T7_R2_z472772853414592,banana,caramelized sugar,0
T7_R2_z472772853414592,banana,dirty,0
T7_R2_z472772853414592,banana,mouldy,0
T7_R2_z472772853414592,banana,smoky,0
T7_R2_z472772853414592,dried,mouth-drying,0
T7_R2_z472772853414592,dried,fresh fruit,0
T7_R2_z472772853414592,dried,berry,0
T7_R2_z472772853414592,dried,apricot,0
T7_R2_z472772853414592,dried,banana,0
T7_R2_z472772853414592,dried,dried,0
T7_R2_z472772853414592,dried,over ripe,0
T7_R2_z472772853414592,dried,grassy,0
T7_R2_z472772853414592,dried,earthy,0
T7_R2_z472772853414592,dried,woody,0
T7_R2_z472772853414592,dried,spices,0
T7_R2_z472772853414592,dried,nutty,1
T7_R2_z472772853414592,dried,caramelized sugar,0
T7_R2_z472772853414592,dried,dirty,0
T7_R2_z472772853414592,dried,mouldy,0
T7_R2_z472772853414592,dried,smoky,0
T7_R2_z472772853414592,over ripe,mouth-drying,0
T7_R2_z472772853414592,over ripe,fresh fruit,1
T7_R2_z472772853414592,over ripe,berry,0
T7_R2_z472772853414592,over ripe,apricot,0
T7_R2_z472772853414592,over ripe,banana,0
T7_R2_z472772853414592,over ripe,dried,0
T7_R2_z472772853414592,over ripe,over ripe,0
T7_R2_z472772853414592,over ripe,grassy,0
T7_R2_z472772853414592,over ripe,earthy,0
T7_R2_z472772853414592,over ripe,woody,0
T7_R2_z472772853414592,over ripe,spices,0
T7_R2_z472772853414592,over ripe,nutty,0
T7_R2_z472772853414592,over ripe,caramelized sugar,0
T7_R2_z472772853414592,over ripe,dirty,0
T7_R2_z472772853414592,over ripe,mouldy,0
T7_R2_z472772853414592,over ripe,smoky,0
T7_R2_z472772853414592,grassy,mouth-drying,0
T7_R2_z472772853414592,grassy,fresh fruit,0
T7_R2_z472772853414592,grassy,berry,0
T7_R2_z472772853414592,grassy,apricot,0
T7_R2_z472772853414592,grassy,banana,0
T7_R2_z472772853414592,grassy,dried,0
T7_R2_z472772853414592,grassy,over ripe,0
T7_R2_z472772853414592,grassy,grassy,0
T7_R2_z472772853414592,grassy,earthy,0
T7_R2_z472772853414592,grassy,woody,0
T7_R2_z472772853414592,grassy,spices,0
T7_R2_z472772853414592,grassy,nutty,0
T7_R2_z472772853414592,grassy,caramelized sugar,0
T7_R2_z472772853414592,grassy,dirty,0
T7_R2_z472772853414592,grassy,mouldy,0
T7_R2_z472772853414592,grassy,smoky,0
T7_R2_z472772853414592,earthy,mouth-drying,0
T7_R2_z472772853414592,earthy,fresh fruit,0
T7_R2_z472772853414592,earthy,berry,0
T7_R2_z472772853414592,earthy,apricot,0
T7_R2_z472772853414592,earthy,banana,0
T7_R2_z472772853414592,earthy,dried,0
T7_R2_z472772853414592,earthy,over ripe,0
T7_R2_z472772853414592,earthy,grassy,0
T7_R2_z472772853414592,earthy,earthy,0
T7_R2_z472772853414592,earthy,woody,0
T7_R2_z472772853414592,earthy,spices,0
T7_R2_z472772853414592,earthy,nutty,0
T7_R2_z472772853414592,earthy,caramelized sugar,0
T7_R2_z472772853414592,earthy,dirty,0
T7_R2_z472772853414592,earthy,mouldy,1
T7_R2_z472772853414592,earthy,smoky,0
T7_R2_z472772853414592,woody,mouth-drying,0
T7_R2_z472772853414592,woody,fresh fruit,0
T7_R2_z472772853414592,woody,berry,0
T7_R2_z472772853414592,woody,apricot,0
T7_R2_z472772853414592,woody,banana,0
T7_R2_z472772853414592,woody,dried,0
T7_R2_z472772853414592,woody,over ripe,0
T7_R2_z472772853414592,woody,grassy,0
T7_R2_z472772853414592,woody,earthy,0
T7_R2_z472772853414592,woody,woody,0
T7_R2_z472772853414592,woody,spices,0
T7_R2_z472772853414592,woody,nutty,0
T7_R2_z472772853414592,woody,caramelized sugar,0
T7_R2_z472772853414592,woody,dirty,0
T7_R2_z472772853414592,woody,mouldy,0
T7_R2_z472772853414592,woody,smoky,0
T7_R2_z472772853414592,spices,mouth-drying,0
T7_R2_z472772853414592,spices,fresh fruit,0
T7_R2_z472772853414592,spices,berry,0
T7_R2_z472772853414592,spices,apricot,0
T7_R2_z472772853414592,spices,banana,0
T7_R2_z472772853414592,spices,dried,0
T7_R2_z472772853414592,spices,over ripe,0
T7_R2_z472772853414592,spices,grassy,0
T7_R2_z472772853414592,spices,earthy,0
T7_R2_z472772853414592,spices,woody,0
T7_R2_z472772853414592,spices,spices,0
T7_R2_z472772853414592,spices,nutty,0
T7_R2_z472772853414592,spices,caramelized sugar,0
T7_R2_z472772853414592,spices,dirty,0
T7_R2_z472772853414592,spices,mouldy,0
T7_R2_z472772853414592,spices,smoky,0
T7_R2_z472772853414592,nutty,mouth-drying,0
T7_R2_z472772853414592,nutty,fresh fruit,0
T7_R2_z472772853414592,nutty,berry,0
T7_R2_z472772853414592,nutty,apricot,0
T7_R2_z472772853414592,nutty,banana,0
T7_R2_z472772853414592,nutty,dried,1
T7_R2_z472772853414592,nutty,over ripe,0
T7_R2_z472772853414592,nutty,grassy,0
T7_R2_z472772853414592,nutty,earthy,0
T7_R2_z472772853414592,nutty,woody,0
T7_R2_z472772853414592,nutty,spices,0
T7_R2_z472772853414592,nutty,nutty,0
T7_R2_z472772853414592,nutty,caramelized sugar,0
T7_R2_z472772853414592,nutty,dirty,0
T7_R2_z472772853414592,nutty,mouldy,0
T7_R2_z472772853414592,nutty,smoky,0
T7_R2_z472772853414592,caramelized sugar,mouth-drying,0
T7_R2_z472772853414592,caramelized sugar,fresh fruit,0
T7_R2_z472772853414592,caramelized sugar,berry,0
T7_R2_z472772853414592,caramelized sugar,apricot,0
T7_R2_z472772853414592,caramelized sugar,banana,0
T7_R2_z472772853414592,caramelized sugar,dried,0
T7_R2_z472772853414592,caramelized sugar,over ripe,0
T7_R2_z472772853414592,caramelized sugar,grassy,0
T7_R2_z472772853414592,caramelized sugar,earthy,0
T7_R2_z472772853414592,caramelized sugar,woody,0
T7_R2_z472772853414592,caramelized sugar,spices,0
T7_R2_z472772853414592,caramelized sugar,nutty,0
T7_R2_z472772853414592,caramelized sugar,caramelized sugar,0
T7_R2_z472772853414592,caramelized sugar,dirty,0
T7_R2_z472772853414592,caramelized sugar,mouldy,0
T7_R2_z472772853414592,caramelized sugar,smoky,0
T7_R2_z472772853414592,dirty,mouth-drying,0
T7_R2_z472772853414592,dirty,fresh fruit,0
T7_R2_z472772853414592,dirty,berry,0
T7_R2_z472772853414592,dirty,apricot,0
T7_R2_z472772853414592,dirty,banana,0
T7_R2_z472772853414592,dirty,dried,0
T7_R2_z472772853414592,dirty,over ripe,0
T7_R2_z472772853414592,dirty,grassy,0
T7_R2_z472772853414592,dirty,earthy,0
T7_R2_z472772853414592,dirty,woody,0
T7_R2_z472772853414592,dirty,spices,0
T7_R2_z472772853414592,dirty,nutty,0
T7_R2_z472772853414592,dirty,caramelized sugar,0
T7_R2_z472772853414592,dirty,dirty,0
T7_R2_z472772853414592,dirty,mouldy,1
T7_R2_z472772853414592,dirty,smoky,0
T7_R2_z472772853414592,mouldy,mouth-drying,0
T7_R2_z472772853414592,mouldy,fresh fruit,0
T7_R2_z472772853414592,mouldy,berry,0
T7_R2_z472772853414592,mouldy,apricot,0
T7_R2_z472772853414592,mouldy,banana,0
T7_R2_z472772853414592,mouldy,dried,0
T7_R2_z472772853414592,mouldy,over ripe,0
T7_R2_z472772853414592,mouldy,grassy,0
T7_R2_z472772853414592,mouldy,earthy,1
T7_R2_z472772853414592,mouldy,woody,0
T7_R2_z472772853414592,mouldy,spices,0
T7_R2_z472772853414592,mouldy,nutty,0
T7_R2_z472772853414592,mouldy,caramelized sugar,0
T7_R2_z472772853414592,mouldy,dirty,1
T7_R2_z472772853414592,mouldy,mouldy,0
T7_R2_z472772853414592,mouldy,smoky,0
T7_R2_z472772853414592,smoky,mouth-drying,0
T7_R2_z472772853414592,smoky,fresh fruit,0
T7_R2_z472772853414592,smoky,berry,0
T7_R2_z472772853414592,smoky,apricot,0
T7_R2_z472772853414592,smoky,banana,0
T7_R2_z472772853414592,smoky,dried,0
T7_R2_z472772853414592,smoky,over ripe,0
T7_R2_z472772853414592,smoky,grassy,0
T7_R2_z472772853414592,smoky,earthy,0
T7_R2_z472772853414592,smoky,woody,0
T7_R2_z472772853414592,smoky,spices,0
T7_R2_z472772853414592,smoky,nutty,0
T7_R2_z472772853414592,smoky,caramelized sugar,0
T7_R2_z472772853414592,smoky,dirty,0
T7_R2_z472772853414592,smoky,mouldy,0
T7_R2_z472772853414592,smoky,smoky,0
T7_R3_z472772853414592,roast degree,roast degree,0
T7_R3_z472772853414592,roast degree,cocoa,0
T7_R3_z472772853414592,roast degree,total acidity,0
T7_R3_z472772853414592,roast degree,fruity,0
T7_R3_z472772853414592,roast degree,acetic,0
T7_R3_z472772853414592,roast degree,rancid butter,0
T7_R3_z472772853414592,roast degree,peach,0
T7_R3_z472772853414592,roast degree,tropical,0
T7_R3_z472772853414592,roast degree,over ripe,0
T7_R3_z472772853414592,roast degree,green vegetal,0
T7_R3_z472772853414592,roast degree,resin,0
T7_R3_z472772853414592,roast degree,dark wood,0
T7_R3_z472772853414592,roast degree,spice,0
T7_R3_z472772853414592,roast degree,spices,0
T7_R3_z472772853414592,roast degree,panela,0
T7_R3_z472772853414592,roast degree,mouldy,0
T7_R3_z472772853414592,cocoa,roast degree,0
T7_R3_z472772853414592,cocoa,cocoa,0
T7_R3_z472772853414592,cocoa,total acidity,0
T7_R3_z472772853414592,cocoa,fruity,0
T7_R3_z472772853414592,cocoa,acetic,0
T7_R3_z472772853414592,cocoa,rancid butter,0
T7_R3_z472772853414592,cocoa,peach,0
T7_R3_z472772853414592,cocoa,tropical,0
T7_R3_z472772853414592,cocoa,over ripe,0
T7_R3_z472772853414592,cocoa,green vegetal,0
T7_R3_z472772853414592,cocoa,resin,0
T7_R3_z472772853414592,cocoa,dark wood,0
T7_R3_z472772853414592,cocoa,spice,0
T7_R3_z472772853414592,cocoa,spices,0
T7_R3_z472772853414592,cocoa,panela,0
T7_R3_z472772853414592,cocoa,mouldy,0
T7_R3_z472772853414592,total acidity,roast degree,0
T7_R3_z472772853414592,total acidity,cocoa,0
T7_R3_z472772853414592,total acidity,total acidity,0
T7_R3_z472772853414592,total acidity,fruity,0
T7_R3_z472772853414592,total acidity,acetic,0
T7_R3_z472772853414592,total acidity,rancid butter,0
T7_R3_z472772853414592,total acidity,peach,0
T7_R3_z472772853414592,total acidity,tropical,0
T7_R3_z472772853414592,total acidity,over ripe,0
T7_R3_z472772853414592,total acidity,green vegetal,0
T7_R3_z472772853414592,total acidity,resin,0
T7_R3_z472772853414592,total acidity,dark wood,0
T7_R3_z472772853414592,total acidity,spice,0
T7_R3_z472772853414592,total acidity,spices,0
T7_R3_z472772853414592,total acidity,panela,0
T7_R3_z472772853414592,total acidity,mouldy,0
T7_R3_z472772853414592,fruity,roast degree,0
T7_R3_z472772853414592,fruity,cocoa,0
T7_R3_z472772853414592,fruity,total acidity,0
T7_R3_z472772853414592,fruity,fruity,0
T7_R3_z472772853414592,fruity,acetic,0
T7_R3_z472772853414592,fruity,rancid butter,0
T7_R3_z472772853414592,fruity,peach,1
T7_R3_z472772853414592,fruity,tropical,1
T7_R3_z472772853414592,fruity,over ripe,0
T7_R3_z472772853414592,fruity,green vegetal,0
T7_R3_z472772853414592,fruity,resin,0
T7_R3_z472772853414592,fruity,dark wood,0
T7_R3_z472772853414592,fruity,spice,0
T7_R3_z472772853414592,fruity,spices,0
T7_R3_z472772853414592,fruity,panela,0
T7_R3_z472772853414592,fruity,mouldy,0
T7_R3_z472772853414592,acetic,roast degree,0
T7_R3_z472772853414592,acetic,cocoa,0
T7_R3_z472772853414592,acetic,total acidity,0
T7_R3_z472772853414592,acetic,fruity,0
T7_R3_z472772853414592,acetic,acetic,0
T7_R3_z472772853414592,acetic,rancid butter,0
T7_R3_z472772853414592,acetic,peach,0
T7_R3_z472772853414592,acetic,tropical,0
T7_R3_z472772853414592,acetic,over ripe,0
T7_R3_z472772853414592,acetic,green vegetal,0
T7_R3_z472772853414592,acetic,resin,0
T7_R3_z472772853414592,acetic,dark wood,0
T7_R3_z472772853414592,acetic,spice,0
T7_R3_z472772853414592,acetic,spices,0
T7_R3_z472772853414592,acetic,panela,0
T7_R3_z472772853414592,acetic,mouldy,0
T7_R3_z472772853414592,rancid butter,roast degree,0
T7_R3_z472772853414592,rancid butter,cocoa,0
T7_R3_z472772853414592,rancid butter,total acidity,0
T7_R3_z472772853414592,rancid butter,fruity,0
T7_R3_z472772853414592,rancid butter,acetic,0
T7_R3_z472772853414592,rancid butter,rancid butter,0
T7_R3_z472772853414592,rancid butter,peach,0
T7_R3_z472772853414592,rancid butter,tropical,0
T7_R3_z472772853414592,rancid butter,over ripe,0
T7_R3_z472772853414592,rancid butter,green vegetal,0
T7_R3_z472772853414592,rancid butter,resin,0
T7_R3_z472772853414592,rancid butter,dark wood,0
T7_R3_z472772853414592,rancid butter,spice,0
T7_R3_z472772853414592,rancid butter,spices,0
T7_R3_z472772853414592,rancid butter,panela,0
T7_R3_z472772853414592,rancid butter,mouldy,0
T7_R3_z472772853414592,peach,roast degree,0
T7_R3_z472772853414592,peach,cocoa,0
T7_R3_z472772853414592,peach,total acidity,0
T7_R3_z472772853414592,peach,fruity,1
T7_R3_z472772853414592,peach,acetic,0
T7_R3_z472772853414592,peach,rancid butter,0
T7_R3_z472772853414592,peach,peach,0
T7_R3_z472772853414592,peach,tropical,0
T7_R3_z472772853414592,peach,over ripe,1
T7_R3_z472772853414592,peach,green vegetal,0
T7_R3_z472772853414592,peach,resin,0
T7_R3_z472772853414592,peach,dark wood,0
T7_R3_z472772853414592,peach,spice,0
T7_R3_z472772853414592,peach,spices,0
T7_R3_z472772853414592,peach,panela,0
T7_R3_z472772853414592,peach,mouldy,0
T7_R3_z472772853414592,tropical,roast degree,0
T7_R3_z472772853414592,tropical,cocoa,0
T7_R3_z472772853414592,tropical,total acidity,0
T7_R3_z472772853414592,tropical,fruity,1
T7_R3_z472772853414592,tropical,acetic,0
T7_R3_z472772853414592,tropical,rancid butter,0
T7_R3_z472772853414592,tropical,peach,0
T7_R3_z472772853414592,tropical,tropical,0
T7_R3_z472772853414592,tropical,over ripe,0
T7_R3_z472772853414592,tropical,green vegetal,0
T7_R3_z472772853414592,tropical,resin,0
T7_R3_z472772853414592,tropical,dark wood,0
T7_R3_z472772853414592,tropical,spice,0
T7_R3_z472772853414592,tropical,spices,0
T7_R3_z472772853414592,tropical,panela,0
T7_R3_z472772853414592,tropical,mouldy,0
T7_R3_z472772853414592,over ripe,roast degree,0
T7_R3_z472772853414592,over ripe,cocoa,0
T7_R3_z472772853414592,over ripe,total acidity,0
T7_R3_z472772853414592,over ripe,fruity,0
T7_R3_z472772853414592,over ripe,acetic,0
T7_R3_z472772853414592,over ripe,rancid butter,0
T7_R3_z472772853414592,over ripe,peach,1
T7_R3_z472772853414592,over ripe,tropical,0
T7_R3_z472772853414592,over ripe,over ripe,0
T7_R3_z472772853414592,over ripe,green vegetal,0
T7_R3_z472772853414592,over ripe,resin,0
T7_R3_z472772853414592,over ripe,dark wood,0
T7_R3_z472772853414592,over ripe,spice,0
T7_R3_z472772853414592,over ripe,spices,0
T7_R3_z472772853414592,over ripe,panela,0
T7_R3_z472772853414592,over ripe,mouldy,0
T7_R3_z472772853414592,green vegetal,roast degree,0
T7_R3_z472772853414592,green vegetal,cocoa,0
T7_R3_z472772853414592,green vegetal,total acidity,0
T7_R3_z472772853414592,green vegetal,fruity,0
T7_R3_z472772853414592,green vegetal,acetic,0
T7_R3_z472772853414592,green vegetal,rancid butter,0
T7_R3_z472772853414592,green vegetal,peach,0
T7_R3_z472772853414592,green vegetal,tropical,0
T7_R3_z472772853414592,green vegetal,over ripe,0
T7_R3_z472772853414592,green vegetal,green vegetal,0
T7_R3_z472772853414592,green vegetal,resin,0
T7_R3_z472772853414592,green vegetal,dark wood,0
T7_R3_z472772853414592,green vegetal,spice,0
T7_R3_z472772853414592,green vegetal,spices,0
T7_R3_z472772853414592,green vegetal,panela,0
T7_R3_z472772853414592,green vegetal,mouldy,0
T7_R3_z472772853414592,resin,roast degree,0
T7_R3_z472772853414592,resin,cocoa,0
T7_R3_z472772853414592,resin,total acidity,0
T7_R3_z472772853414592,resin,fruity,0
T7_R3_z472772853414592,resin,acetic,0
T7_R3_z472772853414592,resin,rancid butter,0
T7_R3_z472772853414592,resin,peach,0
T7_R3_z472772853414592,resin,tropical,0
T7_R3_z472772853414592,resin,over ripe,0
T7_R3_z472772853414592,resin,green vegetal,0
T7_R3_z472772853414592,resin,resin,0
T7_R3_z472772853414592,resin,dark wood,0
T7_R3_z472772853414592,resin,spice,0
T7_R3_z472772853414592,resin,spices,0
T7_R3_z472772853414592,resin,panela,0
T7_R3_z472772853414592,resin,mouldy,0
T7_R3_z472772853414592,dark wood,roast degree,0
T7_R3_z472772853414592,dark wood,cocoa,0
T7_R3_z472772853414592,dark wood,total acidity,0
T7_R3_z472772853414592,dark wood,fruity,0
T7_R3_z472772853414592,dark wood,acetic,0
T7_R3_z472772853414592,dark wood,rancid butter,0
T7_R3_z472772853414592,dark wood,peach,0
T7_R3_z472772853414592,dark wood,tropical,0
T7_R3_z472772853414592,dark wood,over ripe,0
T7_R3_z472772853414592,dark wood,green vegetal,0
T7_R3_z472772853414592,dark wood,resin,0
T7_R3_z472772853414592,dark wood,dark wood,0
T7_R3_z472772853414592,dark wood,spice,0
T7_R3_z472772853414592,dark wood,spices,0
T7_R3_z472772853414592,dark wood,panela,0
T7_R3_z472772853414592,dark wood,mouldy,0
T7_R3_z472772853414592,spice,roast degree,0
T7_R3_z472772853414592,spice,cocoa,0
T7_R3_z472772853414592,spice,total acidity,0
T7_R3_z472772853414592,spice,fruity,0
T7_R3_z472772853414592,spice,acetic,0
T7_R3_z472772853414592,spice,rancid butter,0
T7_R3_z472772853414592,spice,peach,0
T7_R3_z472772853414592,spice,tropical,0
T7_R3_z472772853414592,spice,over ripe,0
T7_R3_z472772853414592,spice,green vegetal,0
T7_R3_z472772853414592,spice,resin,0
T7_R3_z472772853414592,spice,dark wood,0
T7_R3_z472772853414592,spice,spice,0
T7_R3_z472772853414592,spice,spices,0
T7_R3_z472772853414592,spice,panela,0
T7_R3_z472772853414592,spice,mouldy,0
T7_R3_z472772853414592,spices,roast degree,0
T7_R3_z472772853414592,spices,cocoa,0
T7_R3_z472772853414592,spices,total acidity,0
T7_R3_z472772853414592,spices,fruity,0
T7_R3_z472772853414592,spices,acetic,0
T7_R3_z472772853414592,spices,rancid butter,0
T7_R3_z472772853414592,spices,peach,0
T7_R3_z472772853414592,spices,tropical,0
T7_R3_z472772853414592,spices,over ripe,0
T7_R3_z472772853414592,spices,green vegetal,0
T7_R3_z472772853414592,spices,resin,0
T7_R3_z472772853414592,spices,dark wood,0
T7_R3_z472772853414592,spices,spice,0
T7_R3_z472772853414592,spices,spices,0
T7_R3_z472772853414592,spices,panela,0
T7_R3_z472772853414592,spices,mouldy,0
T7_R3_z472772853414592,panela,roast degree,0
T7_R3_z472772853414592,panela,cocoa,0
T7_R3_z472772853414592,panela,total acidity,0
T7_R3_z472772853414592,panela,fruity,0
T7_R3_z472772853414592,panela,acetic,0
T7_R3_z472772853414592,panela,rancid butter,0
T7_R3_z472772853414592,panela,peach,0
T7_R3_z472772853414592,panela,tropical,0
T7_R3_z472772853414592,panela,over ripe,0
T7_R3_z472772853414592,panela,green vegetal,0
T7_R3_z472772853414592,panela,resin,0
T7_R3_z472772853414592,panela,dark wood,0
T7_R3_z472772853414592,panela,spice,0
T7_R3_z472772853414592,panela,spices,0
T7_R3_z472772853414592,panela,panela,0
T7_R3_z472772853414592,panela,mouldy,0
T7_R3_z472772853414592,mouldy,roast degree,0
T7_R3_z472772853414592,mouldy,cocoa,0
T7_R3_z472772853414592,mouldy,total acidity,0
T7_R3_z472772853414592,mouldy,fruity,0
T7_R3_z472772853414592,mouldy,acetic,0
T7_R3_z472772853414592,mouldy,rancid butter,0
T7_R3_z472772853414592,mouldy,peach,0
T7_R3_z472772853414592,mouldy,tropical,0
T7_R3_z472772853414592,mouldy,over ripe,0
T7_R3_z472772853414592,mouldy,green vegetal,0
T7_R3_z472772853414592,mouldy,resin,0
T7_R3_z472772853414592,mouldy,dark wood,0
T7_R3_z472772853414592,mouldy,spice,0
T7_R3_z472772853414592,mouldy,spices,0
T7_R3_z472772853414592,mouldy,panela,0
T7_R3_z472772853414592,mouldy,mouldy,0
T8_R1_z58797644535889,cocoa,cocoa,0
T8_R1_z58797644535889,cocoa,acetic,0
T8_R1_z58797644535889,cocoa,fresh fruit,0
T8_R1_z58797644535889,cocoa,dried,0
T8_R1_z58797644535889,cocoa,brown,1
T8_R1_z58797644535889,cocoa,floral,0
T8_R1_z58797644535889,cocoa,grassy,0
T8_R1_z58797644535889,cocoa,orange blossom,0
T8_R1_z58797644535889,cocoa,flowers,0
T8_R1_z58797644535889,cocoa,resin,0
T8_R1_z58797644535889,cocoa,savory,0
T8_R1_z58797644535889,cocoa,tobacco,0
T8_R1_z58797644535889,cocoa,nut flesh,0
T8_R1_z58797644535889,cocoa,caramelized sugar,0
T8_R1_z58797644535889,cocoa,over-fermented,0
T8_R1_z58797644535889,cocoa,manure,0
T8_R1_z58797644535889,acetic,cocoa,0
T8_R1_z58797644535889,acetic,acetic,0
T8_R1_z58797644535889,acetic,fresh fruit,0
T8_R1_z58797644535889,acetic,dried,0
T8_R1_z58797644535889,acetic,brown,0
T8_R1_z58797644535889,acetic,floral,0
T8_R1_z58797644535889,acetic,grassy,0
T8_R1_z58797644535889,acetic,orange blossom,0
T8_R1_z58797644535889,acetic,flowers,0
T8_R1_z58797644535889,acetic,resin,0
T8_R1_z58797644535889,acetic,savory,0
T8_R1_z58797644535889,acetic,tobacco,0
T8_R1_z58797644535889,acetic,nut flesh,0
T8_R1_z58797644535889,acetic,caramelized sugar,0
T8_R1_z58797644535889,acetic,over-fermented,1
T8_R1_z58797644535889,acetic,manure,0
T8_R1_z58797644535889,fresh fruit,cocoa,0
T8_R1_z58797644535889,fresh fruit,acetic,0
T8_R1_z58797644535889,fresh fruit,fresh fruit,0
T8_R1_z58797644535889,fresh fruit,dried,0
T8_R1_z58797644535889,fresh fruit,brown,0
T8_R1_z58797644535889,fresh fruit,floral,0
T8_R1_z58797644535889,fresh fruit,grassy,0
T8_R1_z58797644535889,fresh fruit,orange blossom,0
T8_R1_z58797644535889,fresh fruit,flowers,0
T8_R1_z58797644535889,fresh fruit,resin,0
T8_R1_z58797644535889,fresh fruit,savory,0
T8_R1_z58797644535889,fresh fruit,tobacco,0
T8_R1_z58797644535889,fresh fruit,nut flesh,0
T8_R1_z58797644535889,fresh fruit,caramelized sugar,0
T8_R1_z58797644535889,fresh fruit,over-fermented,0
T8_R1_z58797644535889,fresh fruit,manure,0
T8_R1_z58797644535889,dried,cocoa,0
T8_R1_z58797644535889,dried,acetic,0
T8_R1_z58797644535889,dried,fresh fruit,0
T8_R1_z58797644535889,dried,dried,0
T8_R1_z58797644535889,dried,brown,0
T8_R1_z58797644535889,dried,floral,0
T8_R1_z58797644535889,dried,grassy,0
T8_R1_z58797644535889,dried,orange blossom,0
T8_R1_z58797644535889,dried,flowers,0
T8_R1_z58797644535889,dried,resin,0
T8_R1_z58797644535889,dried,savory,0
T8_R1_z58797644535889,dried,tobacco,0
T8_R1_z58797644535889,dried,nut flesh,1
T8_R1_z58797644535889,dried,caramelized sugar,0
T8_R1_z58797644535889,dried,over-fermented,0
T8_R1_z58797644535889,dried,manure,0
T8_R1_z58797644535889,brown,cocoa,1
T8_R1_z58797644535889,brown,acetic,0
T8_R1_z58797644535889,brown,fresh fruit,0
